timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-11-22T22:16:28,CLI Run: test_app.py,8b741884-5bd3-429f-b59f-c000f4227892,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.9815550000639632,2.7449922053155466e-08,6.8942717236643686e-09,7.5,0.0,2.9452686309814453,8.294790208553118e-06,0,3.252284823913289e-06,1.1547075032466409e-05,Canada,CAN,quebec,,,Windows-10-10.0.22631-SP0,3.10.10,2.8.4,4,Intel(R) Core(TM) i7-7500U CPU @ 2.70GHz,,,-71.2,46.8,7.8540496826171875,machine,N,1.0
2025-11-22T22:25:15,CLI Run: test_app.py,6c3136e2-5526-4ad5-9eb8-91eab27fc479,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4.559535400010645,3.143772957574463e-08,6.894941439794772e-09,7.5,0.0,2.9452686309814453,9.498916041775374e-06,0,3.7256687697425818e-06,1.3224584811517955e-05,Canada,CAN,quebec,,,Windows-10-10.0.22631-SP0,3.10.10,2.8.4,4,Intel(R) Core(TM) i7-7500U CPU @ 2.70GHz,,,-71.2,46.8,7.8540496826171875,machine,N,1.0
